"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
13,23,31,31,33,33,33,42,46,51,83,88,178,227,238,287,353,361,401,454,833
3,6,37,80,127,135,150,167,169,178,188,188,193,205,233,241,253,259,327,338,362
27,64,73,78,83,98,114,145,145,149,155,157,183,189,194,203,252,299,309,424,498
15,38,53,55,63,65,82,89,99,106,122,123,151,180,207,216,259,271,419,471,755
3,9,12,41,60,69,81,116,119,126,126,151,174,191,201,270,283,302,304,487,714
1,15,15,16,21,27,33,37,61,63,69,71,73,148,209,219,265,283,507,738,968
3,17,31,40,62,84,87,87,97,108,118,129,149,151,189,190,303,329,361,637,667
5,5,8,18,29,39,46,73,84,94,108,141,165,193,207,241,300,300,431,584,768
23,27,36,38,39,69,72,117,118,142,149,154,157,160,165,204,210,297,343,423,896
5,14,27,37,39,40,45,58,106,111,157,157,157,159,199,233,285,327,390,617,676
5,21,25,32,53,73,74,74,81,83,91,107,180,200,214,216,248,257,314,464,1027
9,33,36,36,45,45,60,64,69,83,99,102,143,166,171,214,242,264,540,709,709
11,13,14,21,25,32,55,73,73,89,121,147,197,205,221,296,322,324,418,574,608
6,21,48,50,71,85,89,107,116,143,147,178,182,193,231,254,255,307,393,427,536
6,15,22,23,32,53,58,96,98,117,122,148,172,236,262,326,354,393,397,448,461
19,41,41,46,47,50,57,67,96,106,106,127,134,137,162,215,221,233,316,665,953
18,19,24,26,27,40,51,62,64,83,101,116,187,224,251,278,284,331,381,460,812
4,9,12,14,16,18,72,86,108,115,155,165,197,213,219,239,356,363,405,530,543
8,16,23,65,69,71,75,88,96,112,115,135,139,165,220,264,309,311,318,451,789
6,11,16,44,54,55,83,103,138,144,144,147,150,231,234,249,267,273,408,516,566
7,11,24,30,36,36,49,60,77,77,79,83,157,191,256,296,301,310,321,583,855
14,15,25,32,48,61,69,74,76,77,101,116,149,282,295,295,311,422,427,466,484
6,24,46,49,63,84,87,119,124,155,158,161,162,204,209,265,286,287,361,487,502
10,17,25,25,35,37,50,57,68,87,106,110,124,127,151,168,169,206,404,497,1366
2,10,42,45,59,91,98,103,119,122,123,134,162,205,212,228,249,332,413,466,624
34,38,63,65,86,91,101,126,129,129,134,137,166,179,212,215,259,331,355,363,626
6,13,14,35,44,71,94,113,128,171,185,187,192,213,253,261,262,265,362,383,587
3,53,60,82,94,101,108,110,117,143,150,203,206,249,251,269,291,321,325,334,369
15,31,57,68,78,88,113,122,138,142,145,146,188,201,204,229,328,329,347,412,458
1,11,12,13,34,45,50,59,72,80,158,167,171,195,220,244,304,321,374,623,685
12,35,36,36,58,65,100,106,130,139,139,140,144,169,180,230,242,266,321,516,775
11,21,23,23,27,42,53,54,110,110,111,114,189,191,284,287,360,364,427,438,600
4,7,18,29,34,50,64,70,73,81,168,177,180,191,252,316,373,380,417,449,506
4,13,22,27,35,43,46,68,79,107,132,150,150,183,187,211,229,279,448,689,737
6,11,12,58,62,66,76,80,91,106,120,125,146,184,223,228,234,281,381,483,866
8,30,30,31,36,39,39,50,62,108,128,142,145,205,264,283,331,357,458,539,554
2,8,8,8,16,25,34,78,101,102,132,137,141,144,177,182,196,313,352,378,1305
2,2,8,12,35,69,98,100,100,102,143,158,194,194,270,270,294,334,361,527,566
10,15,26,40,45,69,73,77,90,115,121,155,161,190,230,246,280,287,430,544,635
1,1,3,15,15,34,44,62,93,100,101,108,128,171,193,360,434,439,463,509,565
18,34,40,40,53,66,71,71,72,142,144,157,158,196,202,216,230,277,374,637,641
2,3,4,4,12,16,71,82,95,104,120,133,135,165,181,236,266,404,538,577,691
1,6,18,26,64,86,95,131,136,139,166,177,187,209,218,263,278,307,357,407,568
2,15,23,38,40,79,81,118,119,119,131,133,137,139,151,187,200,322,333,486,986
4,11,11,17,27,34,36,53,85,94,94,99,193,202,206,235,284,285,458,464,947
18,50,60,64,70,74,83,85,126,149,149,173,190,209,214,214,222,291,330,391,677
1,17,17,17,17,29,48,59,67,86,105,105,127,141,210,221,229,436,474,551,882
10,22,22,25,32,44,55,68,89,98,101,108,119,131,138,160,195,250,446,667,1059
17,22,29,57,64,66,110,121,124,134,136,142,152,171,171,183,251,289,461,553,586
3,6,46,60,67,80,80,81,103,145,155,174,219,228,240,269,277,329,411,425,441
12,25,44,47,48,48,49,49,68,86,131,146,164,176,211,234,275,294,485,502,745
3,24,40,48,53,66,69,88,90,92,104,132,138,258,262,276,299,330,360,489,618
1,21,37,61,66,83,83,89,98,106,109,170,213,215,219,227,313,402,425,445,456
13,24,49,54,91,101,102,108,115,128,166,183,187,225,227,237,252,290,304,474,509
2,22,30,31,45,73,77,93,153,158,159,167,184,227,236,247,258,289,361,409,618
2,7,7,15,48,58,68,74,79,107,111,158,216,218,222,275,346,402,419,489,518
10,34,60,61,65,66,77,88,90,92,144,156,160,213,219,302,334,339,340,342,647
10,22,34,37,37,54,60,70,76,91,95,136,149,155,174,198,235,286,467,469,984
1,12,37,44,48,53,63,83,102,107,119,154,160,188,249,268,274,306,311,314,946
1,7,47,71,80,101,102,106,108,110,132,144,168,209,240,265,293,324,343,421,567
6,10,27,31,32,32,74,98,115,143,145,150,167,177,177,247,311,322,459,522,594
16,22,27,75,80,87,94,127,136,136,144,154,207,207,222,237,241,276,288,455,608
10,12,17,20,21,22,51,75,80,99,124,135,147,258,308,321,328,330,412,444,625
13,40,41,44,59,63,66,72,79,82,140,157,162,167,284,296,342,349,411,411,561
21,25,27,44,56,78,84,97,101,116,122,134,146,204,270,337,340,349,415,417,456
11,19,21,21,27,41,42,57,57,60,80,83,92,128,133,324,383,426,527,620,687
1,8,44,51,51,51,84,87,91,92,94,107,133,148,159,213,366,428,514,516,601
3,13,17,29,58,71,83,92,93,98,138,162,214,218,250,265,269,288,328,331,819
2,20,21,23,25,42,61,72,86,94,109,145,145,149,172,193,263,381,412,587,837
3,16,51,64,64,80,96,108,108,117,133,159,208,256,288,288,338,340,361,374,387
2,5,7,16,20,20,22,24,26,43,103,103,118,152,163,176,250,292,386,714,1197
5,24,32,33,34,43,67,76,96,105,135,144,158,179,179,230,240,348,476,537,698
10,12,16,34,36,71,71,82,102,141,159,164,183,213,238,252,256,295,303,410,791
24,48,67,76,79,94,103,113,113,114,137,140,150,156,173,209,299,302,330,420,692
1,14,21,23,25,51,53,54,100,111,119,146,148,224,248,270,319,328,441,542,601
9,18,18,29,36,43,55,59,85,87,99,99,152,187,211,257,271,321,530,590,683
3,22,26,34,39,84,91,92,108,108,130,163,168,196,247,292,309,376,407,438,506
18,42,53,61,71,75,105,112,131,162,169,175,187,187,214,235,266,308,347,439,482
5,19,20,38,73,75,95,112,113,118,150,155,181,212,216,292,304,314,366,431,550
26,31,46,67,67,81,92,99,106,113,126,130,133,185,251,296,334,343,395,445,473
5,24,29,43,55,67,69,70,87,94,176,199,225,235,239,245,273,286,315,342,761
4,29,31,35,48,56,66,73,75,106,137,160,195,227,243,251,330,337,366,384,686
2,7,43,60,80,81,100,107,109,130,150,162,163,175,184,186,225,253,479,538,605
2,7,13,17,18,22,32,74,103,104,119,119,123,134,147,189,203,314,549,552,998
14,15,34,35,40,49,65,86,94,122,150,161,221,230,250,281,305,309,409,457,512
2,16,17,35,42,67,103,105,109,130,133,149,150,164,168,199,217,261,353,557,862
5,27,29,48,67,70,83,84,107,113,126,143,163,211,215,242,266,326,413,530,571
25,29,30,40,42,89,117,122,137,137,140,145,177,205,205,213,259,301,342,489,595
5,5,12,37,48,61,71,75,91,102,108,128,163,179,192,210,270,273,456,481,872
1,3,4,6,12,13,20,23,24,51,54,146,152,184,187,209,282,369,484,541,1074
7,16,21,45,63,69,74,77,80,102,144,211,220,235,242,262,323,356,361,388,543
9,19,19,57,74,101,113,116,128,129,152,169,176,200,207,214,275,342,348,358,633
12,21,26,29,41,42,55,87,87,91,98,103,107,139,202,322,338,370,397,434,838
6,10,22,41,42,55,74,76,84,86,123,124,146,201,203,338,350,352,430,478,598
5,23,31,32,34,39,40,129,137,159,188,206,221,243,244,265,266,272,341,409,555
4,12,14,18,21,33,33,46,56,57,93,148,151,167,203,278,323,387,423,536,836
4,13,34,49,69,80,110,131,137,137,149,189,189,195,240,264,293,318,322,387,529
1,5,15,20,24,26,51,63,67,126,166,183,186,262,262,266,309,394,400,503,510
23,42,46,48,55,58,88,89,92,102,122,125,154,244,256,269,366,383,392,399,486
5,10,15,48,58,58,61,98,98,111,118,150,176,183,213,304,337,401,407,443,545
6,10,30,56,62,82,88,93,117,123,125,138,151,179,224,269,320,365,399,466,536
9,10,17,50,51,86,119,134,140,149,173,182,187,189,207,209,252,324,401,467,483
14,21,43,76,77,111,111,123,123,131,194,204,222,226,251,259,278,278,346,374,377
2,3,4,9,10,55,67,69,93,100,108,154,156,194,257,288,362,378,432,446,652
6,19,22,25,45,94,102,109,120,150,150,153,174,185,200,201,225,277,278,299,1005
5,17,34,34,34,41,65,82,98,120,149,166,173,200,232,256,266,361,392,489,625
11,16,30,37,46,53,79,81,85,87,133,138,162,164,190,195,209,230,239,272,1382
14,20,26,44,49,64,77,99,112,125,150,165,170,177,189,193,213,283,318,652,699
18,37,43,48,50,52,93,110,128,138,151,160,164,184,190,237,270,314,315,510,627
22,31,37,40,85,86,98,105,135,143,145,171,201,206,232,258,282,351,354,355,502
7,7,35,43,44,47,58,86,94,135,141,148,179,181,238,282,312,342,374,383,703
4,5,17,30,53,63,75,85,102,102,163,167,173,246,260,265,308,314,336,398,673
33,36,46,110,114,115,115,115,129,132,134,148,178,184,207,226,230,257,313,382,635
7,22,28,28,46,49,54,58,59,61,92,93,148,184,219,269,279,378,523,617,625
12,22,29,31,32,37,47,55,68,80,94,121,171,176,185,190,242,254,309,694,990
18,25,28,32,42,60,60,64,86,88,92,102,116,167,216,311,337,341,431,541,682
26,45,49,67,69,70,88,121,124,133,136,162,165,202,233,249,264,303,391,467,475
3,13,20,22,34,48,50,52,113,139,148,200,206,212,261,272,320,325,358,415,628
14,19,20,51,53,73,73,101,103,129,151,156,173,179,202,224,249,356,378,402,733
5,20,35,36,36,37,62,68,88,169,171,188,238,250,259,265,266,377,395,399,475
3,28,36,74,76,84,88,93,100,100,139,142,150,216,219,223,249,296,442,474,607
2,6,16,40,48,69,76,77,79,84,91,173,187,229,250,252,305,319,382,549,605
3,17,23,31,36,54,54,54,75,86,124,180,225,258,263,267,323,324,326,438,678
15,43,52,58,59,81,83,131,134,156,164,179,182,196,209,230,242,260,418,464,483
5,8,25,38,47,47,52,75,75,88,120,134,172,174,238,287,322,345,373,412,802
11,12,48,49,61,92,94,99,124,136,151,151,187,188,242,260,282,343,407,425,477
4,11,17,17,29,32,42,53,97,101,124,164,218,230,266,272,330,366,386,397,683
28,37,43,45,48,48,60,65,65,72,142,159,179,192,227,242,273,275,277,526,836
23,42,52,61,62,71,78,84,88,97,99,110,122,125,188,273,313,424,444,464,619
17,27,32,46,63,65,76,78,92,96,98,101,114,176,208,280,280,314,458,549,669
7,9,10,16,36,49,59,101,104,140,167,170,189,195,198,230,255,270,365,450,819
34,37,45,45,46,60,62,62,81,100,128,143,172,193,213,262,273,292,420,563,608
11,16,23,28,36,39,58,63,67,114,146,152,154,168,198,205,300,380,505,582,594
1,12,20,31,44,47,64,71,108,114,122,143,189,194,197,226,290,290,483,515,678
23,25,37,64,70,79,95,109,134,141,157,170,174,208,208,225,291,304,422,447,456
8,8,10,22,29,29,32,35,56,61,77,91,116,141,153,323,386,430,499,556,777
14,36,42,61,74,81,82,85,111,127,127,132,142,166,187,209,221,363,407,530,642
22,24,27,30,30,50,50,54,72,106,108,120,128,163,164,167,386,405,474,519,740
2,7,14,24,29,59,71,79,122,132,161,163,178,231,252,292,295,369,382,393,584
1,12,29,29,32,68,77,87,95,100,128,135,137,153,168,205,254,314,384,478,953
12,44,51,62,71,97,107,110,123,131,132,159,181,191,239,257,301,312,327,456,476
1,1,4,15,37,45,61,77,82,101,129,138,150,178,185,222,257,320,417,593,826
13,31,41,56,91,112,129,141,143,168,168,185,212,223,231,234,258,263,338,386,416
2,4,14,16,41,58,65,86,89,95,103,111,112,189,189,211,339,381,472,568,694
7,11,18,21,47,61,68,73,73,73,100,102,132,145,171,215,232,247,331,704,1008
3,11,18,35,37,41,41,48,55,69,86,95,107,126,148,157,169,272,400,851,1070
4,16,17,18,55,59,71,79,84,87,100,105,137,162,194,218,224,288,482,549,890
5,9,22,36,39,56,71,94,103,123,158,166,199,215,217,260,305,342,410,454,555
6,21,29,44,48,51,66,79,94,101,145,155,168,191,213,269,327,412,448,486,486
2,4,11,13,17,43,46,81,101,126,152,160,172,198,269,303,308,350,414,479,590
5,39,39,55,61,64,83,89,96,164,170,193,198,208,229,261,261,335,350,448,491
3,25,26,40,41,44,85,119,119,135,143,148,155,165,176,266,312,312,357,394,774
1,17,18,58,74,95,117,133,138,184,198,200,200,201,273,277,311,321,328,336,359
6,8,27,37,53,53,60,64,79,97,104,138,179,218,241,288,292,361,436,488,610
9,38,61,68,74,78,78,79,89,94,152,168,168,170,183,217,234,299,328,435,817
5,22,24,35,69,90,97,148,148,180,199,213,223,224,225,230,250,309,310,346,492
7,9,24,25,33,43,44,53,86,102,138,171,173,184,203,225,250,353,370,401,945
4,11,24,30,35,54,70,84,112,151,163,175,198,200,227,271,273,285,439,457,576
7,21,46,59,59,65,92,95,96,100,100,137,186,210,246,258,268,278,297,318,901
9,10,13,35,43,46,59,62,78,96,103,108,193,250,250,259,359,368,458,498,542
1,2,7,52,59,64,65,86,105,105,128,150,173,180,192,200,217,305,333,688,727
4,13,13,23,30,30,73,88,113,137,140,158,166,173,201,201,238,253,505,515,765
21,32,38,41,44,63,86,106,116,116,124,150,189,195,214,231,236,296,456,511,574
2,7,10,19,28,46,66,78,147,155,164,207,231,233,249,251,251,275,404,441,575
29,36,38,43,45,59,87,100,110,129,134,144,147,205,269,294,311,354,399,415,491
6,25,33,48,65,74,101,117,122,137,150,151,163,213,245,286,295,315,326,391,576
5,22,22,29,34,47,65,76,82,85,90,134,208,210,264,265,265,331,472,534,599
24,46,49,62,75,83,83,91,91,154,163,167,170,180,202,217,243,301,311,351,776
4,19,35,57,70,85,86,144,148,164,177,193,222,243,243,266,274,298,300,368,443
8,17,18,21,31,34,34,63,78,83,133,137,207,222,292,329,334,375,437,444,542
6,14,20,25,37,79,91,102,114,142,178,211,212,227,244,286,295,351,373,397,435
8,11,13,15,16,22,28,49,70,104,124,153,155,163,163,173,292,302,591,650,737
10,23,23,32,67,80,80,81,118,132,136,159,212,228,277,283,310,325,330,343,590
2,7,20,24,31,43,44,47,97,103,127,150,161,183,236,236,248,268,344,671,797
14,20,29,41,45,62,93,97,112,142,143,156,173,209,245,246,335,377,389,451,460
2,12,32,50,53,53,82,82,124,129,133,147,157,171,176,180,247,249,268,272,1220
19,31,65,65,66,111,130,136,138,140,159,168,174,187,193,208,216,272,339,420,602
13,15,29,32,40,53,56,65,95,99,156,177,185,186,194,291,291,294,295,413,860
15,16,19,26,27,47,71,72,79,80,117,125,132,156,183,211,277,419,460,603,704
4,7,12,27,36,47,53,53,66,91,110,130,168,195,203,206,311,323,495,640,662
14,18,40,48,48,48,64,87,97,102,124,170,171,171,178,224,333,375,396,499,632
11,21,28,34,41,56,59,103,118,121,121,125,148,226,228,290,324,324,379,439,643
31,49,54,58,66,85,87,113,115,133,154,171,190,234,242,258,293,309,341,406,450
3,7,11,13,33,33,49,57,67,72,109,118,219,233,246,308,315,436,458,506,546
21,21,28,38,55,63,78,106,107,132,157,167,167,199,227,227,273,334,374,387,678
5,10,20,24,24,34,56,110,121,123,131,193,202,228,283,314,314,325,345,469,508
26,44,55,59,63,66,67,72,76,80,111,133,141,221,231,239,262,347,427,495,624
14,16,23,23,32,33,43,43,66,74,82,91,122,229,248,351,358,364,439,555,633
4,7,9,22,46,52,65,103,107,113,124,155,170,207,251,284,294,330,353,493,650
6,6,29,49,55,57,67,88,103,103,123,129,139,143,205,208,306,377,525,538,583
33,45,71,74,81,84,103,104,125,131,132,136,141,177,197,217,255,336,382,405,610
6,12,18,31,36,38,83,84,85,95,136,192,226,236,297,315,347,354,366,422,460
10,36,50,58,59,66,69,89,92,114,135,143,147,154,191,232,257,330,400,401,806
9,10,12,59,59,78,86,120,120,128,139,146,165,166,196,285,353,377,392,444,495
1,12,33,46,50,56,56,57,65,76,159,180,187,202,225,227,291,371,408,450,687
19,25,36,36,43,47,61,64,81,101,103,112,164,181,213,216,313,338,388,613,685
3,11,25,35,48,83,87,91,92,104,107,114,160,250,261,261,279,366,394,491,577
9,10,25,31,34,64,79,79,85,89,108,131,169,188,192,306,331,348,363,423,775
27,34,39,41,56,58,78,84,97,123,136,162,192,225,225,231,241,319,454,508,509
3,16,25,33,51,53,79,86,118,128,141,142,145,152,156,197,202,230,470,612,800
6,24,35,36,48,65,66,78,100,115,167,184,187,191,226,238,278,296,453,487,559
17,19,32,32,32,33,60,64,72,78,85,85,117,181,220,232,289,333,387,498,973
6,16,18,18,24,30,36,50,62,65,68,82,112,132,147,162,291,344,427,620,1129
25,28,29,37,59,65,93,97,97,139,142,162,165,182,200,266,286,336,338,480,613
7,7,8,28,69,105,127,167,173,175,175,180,198,201,204,225,284,308,327,413,458
10,12,58,60,61,62,62,73,82,121,145,171,221,222,253,274,338,355,383,438,438
1,7,23,27,41,42,58,91,92,93,139,139,147,202,260,313,337,364,388,481,594
12,32,51,54,69,74,76,76,77,90,93,103,116,130,142,193,333,488,506,559,565
1,6,12,19,26,55,59,63,64,88,129,141,151,171,222,348,350,411,430,535,558
9,15,37,40,44,49,55,56,61,81,114,126,138,152,261,314,360,394,421,525,587
10,25,31,56,60,114,121,124,134,142,157,182,211,211,237,266,279,300,341,397,441
12,25,25,31,41,47,76,83,103,105,145,189,223,243,244,256,331,349,356,383,572
11,28,30,53,53,65,97,111,118,138,144,152,167,190,201,206,219,240,407,584,625
4,20,23,35,44,47,68,111,128,130,197,199,199,200,208,230,275,289,314,412,706
14,15,26,30,37,38,47,71,87,93,128,152,194,214,222,248,267,323,359,364,910
9,17,23,61,65,66,69,89,137,138,157,160,183,198,229,237,276,333,341,504,547
10,10,17,22,24,28,31,35,54,54,63,79,126,134,165,180,218,258,487,571,1273
32,35,37,50,65,79,81,83,89,101,108,113,113,134,169,229,291,321,346,647,716
10,17,27,44,58,63,98,106,110,128,142,155,163,190,219,229,246,320,408,425,681
15,30,64,70,70,76,92,135,139,166,218,218,221,233,254,262,283,283,321,325,364
1,1,9,21,41,49,50,50,51,53,85,89,93,164,198,213,402,458,476,481,854
5,13,17,22,29,31,42,64,70,71,99,107,107,135,338,355,361,385,435,442,711
13,28,29,31,37,54,95,108,110,132,133,152,164,171,213,230,236,305,437,513,648
4,31,36,37,53,58,72,84,97,107,129,229,251,254,261,268,286,323,356,446,457
6,17,47,54,65,67,75,80,85,137,137,206,214,225,261,263,302,365,401,405,427
3,3,17,17,22,41,46,65,112,115,129,141,169,174,200,222,241,443,482,552,645
6,25,26,46,68,69,77,77,78,83,135,137,143,144,152,184,193,297,362,762,775
2,4,6,16,41,42,60,80,81,81,109,145,147,147,150,174,231,238,488,581,1016
26,39,40,46,46,46,58,58,74,93,126,129,145,229,249,299,336,350,354,424,672
16,17,18,32,56,56,62,80,106,114,134,146,182,189,219,231,239,242,243,615,842
7,14,19,26,30,39,51,61,65,91,96,113,132,149,167,235,249,302,561,638,794
2,6,16,34,41,44,46,73,88,91,95,110,131,142,150,226,239,257,300,361,1387
10,15,19,25,49,49,55,69,88,109,115,129,187,196,235,365,378,386,421,430,509
6,6,12,27,33,49,53,58,75,78,134,168,175,175,222,231,313,352,369,560,743
10,12,13,22,23,41,48,66,75,86,116,140,178,183,203,208,230,250,455,569,911
4,7,9,11,23,53,55,56,65,79,104,168,170,214,242,293,305,316,321,476,868
9,9,22,22,22,64,79,96,107,114,165,179,201,224,244,244,244,330,430,472,562
2,7,13,20,20,26,45,52,77,77,88,108,132,139,158,173,201,388,586,747,780
15,34,53,55,72,86,91,98,103,106,108,118,119,124,176,224,243,319,445,450,800
2,2,14,24,68,68,82,93,98,118,128,132,158,171,182,188,195,204,391,684,837
5,57,80,81,82,102,125,131,133,138,144,153,173,202,205,277,290,297,326,379,459
9,29,30,30,30,83,97,126,139,144,152,172,183,215,230,245,287,298,309,316,715
2,13,31,33,38,47,68,82,102,116,117,133,178,198,198,201,272,379,424,508,699
2,4,24,56,77,77,84,92,130,150,150,153,202,226,240,249,327,334,375,429,458
2,12,24,36,49,50,93,93,137,139,166,175,176,242,264,289,299,308,375,445,465
1,5,16,23,31,62,70,72,81,93,146,146,159,207,270,333,375,390,425,436,498
5,17,24,67,88,95,103,105,132,151,162,175,176,210,228,245,265,285,415,436,455
3,29,29,73,73,82,82,82,83,112,157,177,185,214,226,226,255,286,389,515,561
13,34,46,67,72,88,110,116,135,139,141,164,196,218,230,239,272,338,350,415,456
5,6,6,13,17,24,26,60,91,134,138,143,149,185,239,247,253,321,384,425,973
6,18,25,28,34,43,55,62,64,128,133,148,171,198,209,300,313,322,421,545,616
7,23,25,41,41,45,45,82,92,95,117,126,228,255,273,303,331,363,398,400,549
3,17,35,45,62,63,88,97,108,113,124,126,126,185,220,220,252,319,492,532,612
34,34,38,38,64,78,95,96,157,164,182,192,193,198,229,246,250,268,306,404,573
6,42,48,59,71,71,85,85,115,120,138,140,178,199,207,209,223,224,289,509,821
9,21,26,35,117,119,127,131,140,142,151,157,158,190,191,228,249,388,394,427,439
12,14,16,26,30,55,73,83,95,101,108,116,131,202,208,321,328,379,426,498,617
9,13,22,27,35,39,48,68,87,96,108,109,143,154,156,193,246,332,386,392,1176
7,10,10,29,29,37,45,50,60,67,85,87,204,204,248,321,366,416,429,489,646
8,14,15,20,24,31,33,66,66,75,82,88,102,123,244,266,280,301,390,432,1179
3,8,22,28,42,45,49,58,75,85,92,95,188,198,226,267,299,304,324,542,889
14,14,25,35,36,36,57,60,63,69,111,169,222,225,249,268,289,367,411,511,608
44,44,48,49,68,71,76,105,111,137,138,149,152,163,171,176,220,240,338,569,770
8,8,23,35,43,59,61,61,65,76,92,120,124,167,184,249,249,255,350,437,1173
2,2,8,46,52,56,65,78,98,116,139,185,222,251,254,282,366,377,395,401,444
6,8,10,28,33,47,59,80,85,109,131,146,151,173,189,204,346,362,371,502,799
4,19,19,23,39,57,59,67,73,84,110,136,159,178,196,236,306,357,409,486,822
4,4,18,30,33,34,40,48,54,61,97,110,172,177,179,200,204,274,480,534,1086
2,6,10,11,15,71,72,114,114,114,135,158,170,196,257,264,277,393,412,480,568
3,9,10,10,15,71,94,109,156,156,167,169,191,194,213,290,299,318,355,449,561
1,23,24,27,27,31,32,36,81,93,102,112,118,134,260,314,324,340,396,497,867
17,18,18,23,77,82,86,87,88,141,143,143,150,181,231,268,295,348,444,445,554
7,15,16,27,43,58,63,68,69,86,91,108,110,126,272,275,336,361,412,478,818
